id,dlRef,sno,itmCod,desc,qty,price,disc,tot,vat,traDate,action
2300175,2300175,3,10014000,Konmision,1,39200,1200,39900,1900,2023-6-3 3-13-34, 
2300176,2300176,1,10004000,RF Fractional CO2 Laser,1,81900,2900,82950,3950,2023-6-3 3-15-2, 
2300176,2300176,2,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,300,15855,755,2023-6-3 3-15-2, 
2300177,2300177,1,10018004,SVTA Radio Hand Pice 4,5,1820,220,9324,444,2023-6-3 3-15-22, 
2300177,2300177,2,10018005,SVTA Radio Hand Pice 5,4,2240,240,9156,436,2023-6-3 3-15-22, 
2300178,2300178,1,10008000,DeodLeaser,1,15400,2400,13650,650,2023-6-3 3-16-32, 
2300178,2300178,2,10009001,G5 Slimming Applicators,3,2800,240,8568,408,2023-6-3 3-16-32, 
2300179,2300179,1,10018001,SVTA Radio Hand Pice 1,4,1680,280,6762,322,2023-6-3 3-18-4, 
2300179,2300179,2,10018000,SVTA Radio,1,25200,3200,23100,1100,2023-6-3 3-18-4, 
2300180,2300180,1,10009000,G5 Slimming,1,51800,3800,50400,2400,2023-6-3 3-19-52, 
2300180,2300180,2,10009001,G5 Slimming Applicators,3,2800,1400,7350,350,2023-6-3 3-19-52, 
2300180,2300180,3,10010000,Hiemt A,1,85400,4400,85050,4050,2023-6-3 3-19-52, 
2300181,2300181,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-6-3 3-20-23, 
2300181,2300181,2,10001001,Microneedling RF - HandPiece,3,4725,2450,12311.25,586.25,2023-6-3 3-20-23, 
2300182,2300182,1,10007000,Crio Lipo,2,36400,4400,71820,3420,2023-6-3 3-21-0, 
2300182,2300182,2,10008001,DeodLeaser Hand Piece,2,2100,300,4095,195,2023-6-3 3-21-0, 
2300183,2300183,1,10008000,DeodLeaser,2,15400,2400,29820,1420,2023-6-3 3-21-24, 
2300183,2300183,2,10009001,G5 Slimming Applicators,2,2800,240,5628,268,2023-6-3 3-21-24, 
2300184,2300184,1,10018003,SVTA Radio Hand Pice 3,2,1960,1880,2142,102,2023-6-3 3-21-55, 
2300184,2300184,2,10018004,SVTA Radio Hand Pice 4,3,1820,320,5397,257,2023-6-3 3-21-55, 
2300185,2300185,1,10018001,SVTA Radio Hand Pice 1,1,1680,360,1386,66,2023-6-3 3-22-17, 
2300185,2300185,2,10018002,SVTA Radio Hand Pice 2,2,2100,300,4095,195,2023-6-3 3-22-17, 
2300186,2300186,1,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,700,15435,735,2023-6-3 3-23-4, 
2300186,2300186,2,10004002,RF Fractional CO2 Laser - Accessories,6,1400,1600,7140,340,2023-6-3 3-23-4, 
2300187,2300187,1,10018007,SVTA Radio Hand Pice 7,3,2520,500,7413,353,2023-6-3 3-23-49, 
2300187,2300187,2,10018008,SVTA Radio Hand Pice 8,2,1400,30,2908.5,138.5,2023-6-3 3-23-49, 
2300187,2300187,3,10018000,SVTA Radio,2,25200,3200,49560,2360,2023-6-3 3-23-49, 
2300188,2300188,1,10018001,SVTA Radio Hand Pice 1,2,1680,280,3234,154,2023-6-3 3-24-6, 
2300188,2300188,2,10018000,SVTA Radio,1,25200,3200,23100,1100,2023-6-3 3-24-6, 
2300189,2300189,1,10006000,Caviation Laser,1,24500,6000,19425,925,2023-6-3 3-24-37, 
2300190,2300190,1,10019000,VCA Laser,1,39200,3200,37800,1800,2023-6-3 3-26-11, 
2300190,2300190,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 3-26-11, 
2300191,2300191,1,10011000,Hydra Fresh,1,74200,14200,63000,3000,2023-6-3 3-26-27, 
2300191,2300191,2,10013000,Jumia,1,25200,5200,21000,1000,2023-6-3 3-26-27, 
2300191,2300191,3,10016000,My Ultrasonic,3,9800,1600,29190,1390,2023-6-3 3-26-27, 
2300192,2300192,1,10008001,DeodLeaser Hand Piece,3,2100,300,6300,300,2023-6-3 3-27-50, 
2300193,2300193,1,10018005,SVTA Radio Hand Pice 5,3,2240,240,6804,324,2023-6-3 3-28-14, 
2300193,2300193,2,10018006,SVTA Radio Hand Pice 6,1,2380,1760,651,31,2023-6-3 3-28-14, 
2300194,2300194,1,10018000,SVTA Radio,1,25200,4400,21840,1040,2023-6-3 3-29-6, 
2300194,2300194,2,10019000,VCA Laser,1,39200,320,40824,1944,2023-6-3 3-29-6, 
2300195,2300195,1,10009000,G5 Slimming,1,51800,3800,50400,2400,2023-6-3 3-30-0, 
2300195,2300195,2,10009001,G5 Slimming Applicators,4,2800,1400,10290,490,2023-6-3 3-30-0, 
2300195,2300195,3,10010000,Hiemt A,1,85400,4400,85050,4050,2023-6-3 3-30-0, 
2300196,2300196,1,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591,171,2023-6-3 3-30-28, 
2300196,2300196,2,10018005,SVTA Radio Hand Pice 5,2,2240,240,4452,212,2023-6-3 3-30-28, 
2300197,2300197,1,10008001,DeodLeaser Hand Piece,4,2100,300,8505,405,2023-6-3 3-31-1, 
2300197,2300197,2,10008000,DeodLeaser,2,15400,3400,28770,1370,2023-6-3 3-31-1, 
2300198,2300198,1,10003000,Portable Diode Laser Hair Removal Equipment,2,47180,6180,92589,4409,2023-6-3 3-31-25, 
2300198,2300198,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,2,6300,3900,9135,435,2023-6-3 3-31-25, 
2300199,2300199,1,10013000,Jumia,1,25200,2200,24150,1150,2023-6-3 3-31-42, 
2300199,2300199,2,10014000,Konmision,1,39200,3200,37800,1800,2023-6-3 3-31-42, 
2300200,2300200,1,10007000,Crio Lipo,1,36400,3400,34650,1650,2023-6-3 3-32-3, 
2300200,2300200,2,10008001,DeodLeaser Hand Piece,3,2100,1300,5250,250,2023-6-3 3-32-3, 
2300201,2300201,1,10019000,VCA Laser,1,39200,3200,37800,1800,2023-6-3 3-32-19, 
2300201,2300201,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 3-32-19, 
2300202,2300202,1,10008001,DeodLeaser Hand Piece,2,2100,300,4095,195,2023-6-3 3-32-47, 
2300203,2300203,1,10018000,SVTA Radio,1,25200,500,25935,1235,2023-6-3 3-33-30, 
2300203,2300203,2,10018001,SVTA Radio Hand Pice 1,3,1680,180,5103,243,2023-6-3 3-33-30, 
2300203,2300203,3,10018002,SVTA Radio Hand Pice 2,2,2100,200,4200,200,2023-6-3 3-33-30, 
2300203,2300203,4,10018003,SVTA Radio Hand Pice 3,2,1960,190,3916.5,186.5,2023-6-3 3-33-30, 
2300203,2300203,5,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591,171,2023-6-3 3-33-30, 
2300204,2300204,1,10017000,SPA Slim,2,8400,400,17220,820,2023-6-3 3-34-52, 
2300204,2300204,2,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914,234,2023-6-3 3-34-52, 
2300205,2300205,1,10008001,DeodLeaser Hand Piece,3,2100,350,6247.5,297.5,2023-6-3 3-35-13, 
2300206,2300206,1,10012000,Hydra-new,1,16800,280,17346,826,2023-6-3 3-35-46, 
2300206,2300206,2,10013000,Jumia,1,25200,3200,23100,1100,2023-6-3 3-35-46, 
2300207,2300207,1,10018007,SVTA Radio Hand Pice 7,1,2520,1040,1554,74,2023-6-3 3-36-18, 
2300207,2300207,2,10018008,SVTA Radio Hand Pice 8,5,1400,350,6982.5,332.5,2023-6-3 3-36-18, 
2300208,2300208,1,10006000,Caviation Laser,2,24500,3500,47775,2275,2023-6-3 3-36-43, 
2300208,2300208,2,10007000,Crio Lipo,1,36400,5400,32550,1550,2023-6-3 3-36-43, 
2300208,2300208,3,10009001,G5 Slimming Applicators,3,2800,550,8242.5,392.5,2023-6-3 3-36-43, 
2300209,2300209,1,10018007,SVTA Radio Hand Pice 7,1,2520,1040,1554,74,2023-6-3 3-37-7, 
2300209,2300209,2,10018008,SVTA Radio Hand Pice 8,2,1400,350,2572.5,122.5,2023-6-3 3-37-7, 
2300210,2300210,1,10018003,SVTA Radio Hand Pice 3,2,1960,1880,2142,102,2023-6-3 3-37-33, 
2300210,2300210,2,10018004,SVTA Radio Hand Pice 4,3,1820,320,5397,257,2023-6-3 3-37-33, 
2300211,2300211,1,10004000,RF Fractional CO2 Laser,1,81900,3900,81900,3900,2023-6-3 3-38-47, 
2300212,2300212,1,10001000,Microneedling RF,2,31465,3465,62438.25,2973.25,2023-6-3 3-39-17, 
2300212,2300212,2,10001001,Microneedling RF - HandPiece,2,4725,2175,7638.75,363.75,2023-6-3 3-39-17, 
2300213,2300213,1,10018004,SVTA Radio Hand Pice 4,3,1820,200,5523,263,2023-6-3 3-39-37, 
2300213,2300213,2,10018005,SVTA Radio Hand Pice 5,2,2240,140,4557,217,2023-6-3 3-39-37, 
2300214,2300214,1,10008000,DeodLeaser,1,15400,3400,12600,600,2023-6-3 3-40-21, 
2300214,2300214,2,10008001,DeodLeaser Hand Piece,2,2100,300,4095,195,2023-6-3 3-40-21, 
2300215,2300215,1,10018005,SVTA Radio Hand Pice 5,3,2240,4800,2016,96,2023-6-3 3-40-44, 
2300215,2300215,2,10018006,SVTA Radio Hand Pice 6,2,2380,0,4998,238,2023-6-3 3-40-44, 
2300215,2300215,3,10018007,SVTA Radio Hand Pice 7,2,2520,0,5292,252,2023-6-3 3-40-44, 
2300215,2300215,4,10018008,SVTA Radio Hand Pice 8,2,1400,0,2940,140,2023-6-3 3-40-44, 
2300215,2300215,5,10018000,SVTA Radio,2,25200,3200,49560,2360,2023-6-3 3-40-44, 
2300216,2300216,1,10004000,RF Fractional CO2 Laser,1,81900,2900,82950,3950,2023-6-3 3-41-14, 
2300216,2300216,2,10004001,RF Fractional CO2 Laser - Handpiece,3,7700,300,23940,1140,2023-6-3 3-41-14, 
2300217,2300217,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-6-3 3-41-55, 
2300217,2300217,2,10001001,Microneedling RF - HandPiece,2,4725,650,9240,440,2023-6-3 3-41-55, 
2300218,2300218,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-6-3 3-44-41, 
2300218,2300218,2,10001001,Microneedling RF - HandPiece,5,4725,1450,23283.75,1108.75,2023-6-3 3-44-41, 
2300218,2300218,3,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,1700,6300,300,2023-6-3 3-44-41, 
2300218,2300218,4,10004002,RF Fractional CO2 Laser - Accessories,3,1400,400,3990,190,2023-6-3 3-44-41, 
2300219,2300219,1,10018003,SVTA Radio Hand Pice 3,4,1960,880,7308,348,2023-6-3 3-44-55, 
2300219,2300219,2,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591,171,2023-6-3 3-44-55, 
2300220,2300220,1,10011000,Hydra Fresh,1,74200,15400,61740,2940,2023-6-3 3-45-18, 
2300220,2300220,2,10012000,Hydra-new,2,16800,3800,31290,1490,2023-6-3 3-45-18, 
2300220,2300220,3,10013000,Jumia,2,25200,5200,47460,2260,2023-6-3 3-45-18, 
2300221,2300221,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-6-3 3-45-37, 
2300221,2300221,2,10001001,Microneedling RF - HandPiece,3,4725,650,14201.25,676.25,2023-6-3 3-45-37, 
2300222,2300222,1,10018007,SVTA Radio Hand Pice 7,2,2520,500,4767,227,2023-6-3 3-46-32, 
2300222,2300222,2,10018008,SVTA Radio Hand Pice 8,4,1400,30,5848.5,278.5,2023-6-3 3-46-32, 
2300222,2300222,3,10018000,SVTA Radio,1,25200,3200,23100,1100,2023-6-3 3-46-32, 
2300223,2300223,1,10018001,SVTA Radio Hand Pice 1,5,1680,280,8526,406,2023-6-3 3-46-46, 
2300223,2300223,2,10018000,SVTA Radio,1,25200,3200,23100,1100,2023-6-3 3-46-46, 
2300224,2300224,1,10008000,DeodLeaser,1,15400,300,15855,755,2023-6-3 3-47-1, 
2300224,2300224,2,10009001,G5 Slimming Applicators,4,2800,255,11492.25,547.25,2023-6-3 3-47-1, 
2300224,2300224,3,10014000,Konmision,1,39200,1200,39900,1900,2023-6-3 3-47-1, 
2300225,2300225,1,10007000,Crio Lipo,1,36400,4400,33600,1600,2023-6-3 3-47-20, 
2300225,2300225,2,10008001,DeodLeaser Hand Piece,5,2100,300,10710,510,2023-6-3 3-47-20, 
2300226,2300226,1,10018000,SVTA Radio,1,25200,500,25935,1235,2023-6-3 3-47-38, 
2300226,2300226,2,10018001,SVTA Radio Hand Pice 1,2,1680,180,3339,159,2023-6-3 3-47-38, 
2300226,2300226,3,10018002,SVTA Radio Hand Pice 2,3,2100,200,6405,305,2023-6-3 3-47-38, 
2300226,2300226,4,10018003,SVTA Radio Hand Pice 3,2,1960,190,3916.5,186.5,2023-6-3 3-47-38, 
2300226,2300226,5,10018004,SVTA Radio Hand Pice 4,3,1820,220,5502,262,2023-6-3 3-47-38, 
2300227,2300227,1,10007000,Crio Lipo,1,36400,3400,34650,1650,2023-6-3 3-48-17, 
2300227,2300227,2,10008001,DeodLeaser Hand Piece,4,2100,1300,7455,355,2023-6-3 3-48-17, 
2300228,2300228,1,10016000,My Ultrasonic,1,9800,2600,7560,360,2023-6-3 3-48-43, 
2300229,2300229,1,10018001,SVTA Radio Hand Pice 1,4,1680,360,6678,318,2023-6-3 3-49-5, 
2300229,2300229,2,10018002,SVTA Radio Hand Pice 2,3,2100,300,6300,300,2023-6-3 3-49-5, 
2300230,2300230,1,10019000,VCA Laser,1,39200,3200,37800,1800,2023-6-3 3-49-19, 
2300230,2300230,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 3-49-19, 
2300231,2300231,1,10015000,Mickcara,1,43400,4400,40950,1950,2023-6-3 3-49-38, 
2300231,2300231,2,10016000,My Ultrasonic,3,9800,3600,27090,1290,2023-6-3 3-49-38, 
2300232,2300232,1,10019000,VCA Laser,1,39200,6200,34650,1650,2023-6-3 3-50-9, 
2300232,2300232,2,10019001,VCA Leaser Hand Piece,2,40000,7500,76125,3625,2023-6-3 3-50-9, 
2300233,2300233,1,10018004,SVTA Radio Hand Pice 4,5,1820,220,9324,444,2023-6-3 3-50-23, 
2300233,2300233,2,10018005,SVTA Radio Hand Pice 5,4,2240,240,9156,436,2023-6-3 3-50-23, 
2300234,2300234,1,10019000,VCA Laser,1,39200,9400,31290,1490,2023-6-3 3-50-50, 
2300234,2300234,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 3-50-50, 
2300235,2300235,1,10016000,My Ultrasonic,2,9800,1800,18690,890,2023-6-3 3-51-10, 
2300235,2300235,2,10017000,SPA Slim,1,8400,1400,7350,350,2023-6-3 3-51-10, 
2300236,2300236,1,10008000,DeodLeaser,1,15400,2400,13650,650,2023-6-3 3-51-45, 
2300236,2300236,2,10009001,G5 Slimming Applicators,3,2800,240,8568,408,2023-6-3 3-51-45, 
2300237,2300237,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,500,7560,360,2023-6-3 3-52-0, 
2300237,2300237,2,10004002,RF Fractional CO2 Laser - Accessories,5,1400,20,7329,349,2023-6-3 3-52-0, 
2300238,2300238,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,700,7350,350,2023-6-3 3-52-53, 
2300238,2300238,2,10004002,RF Fractional CO2 Laser - Accessories,7,1400,1600,8610,410,2023-6-3 3-52-53, 
2300239,2300239,1,10009000,G5 Slimming,1,51800,3800,50400,2400,2023-6-3 3-53-9, 
2300239,2300239,2,10009001,G5 Slimming Applicators,3,2800,1400,7350,350,2023-6-3 3-53-9, 
2300239,2300239,3,10010000,Hiemt A,1,85400,4400,85050,4050,2023-6-3 3-53-9, 
2300240,2300240,1,10011000,Hydra Fresh,1,74200,13000,64260,3060,2023-6-3 3-53-30, 
2300240,2300240,2,10013000,Jumia,2,25200,5200,47460,2260,2023-6-3 3-53-30, 
2300240,2300240,3,10016000,My Ultrasonic,2,9800,1600,18900,900,2023-6-3 3-53-30, 
2300241,2300241,1,10008001,DeodLeaser Hand Piece,4,2100,300,8505,405,2023-6-3 3-53-43, 
2300241,2300241,2,10008000,DeodLeaser,2,15400,3400,28770,1370,2023-6-3 3-53-43, 
2300242,2300242,1,10013000,Jumia,1,25200,2200,24150,1150,2023-6-3 3-54-5, 
2300242,2300242,2,10014000,Konmision,1,39200,3200,37800,1800,2023-6-3 3-54-5, 
2300243,2300243,1,10018003,SVTA Radio Hand Pice 3,3,1960,880,5250,250,2023-6-3 3-54-22, 
2300243,2300243,2,10018004,SVTA Radio Hand Pice 4,5,1820,220,9324,444,2023-6-3 3-54-22, 
2300244,2300244,1,10012000,Hydra-new,1,16800,280,17346,826,2023-6-3 3-54-38, 
2300244,2300244,2,10013000,Jumia,1,25200,3200,23100,1100,2023-6-3 3-54-38, 
2300245,2300245,1,10018005,SVTA Radio Hand Pice 5,4,2240,240,9156,436,2023-6-3 3-54-55, 
2300245,2300245,2,10018006,SVTA Radio Hand Pice 6,2,2380,1760,3150,150,2023-6-3 3-54-55, 
2300246,2300246,1,10001000,Microneedling RF,1,31465,2465,30450,1450,2023-6-3 3-55-7, 
2300246,2300246,2,10001001,Microneedling RF - HandPiece,2,4725,2450,7350,350,2023-6-3 3-55-7, 
2300247,2300247,1,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914,234,2023-6-3 3-55-21, 
2300247,2300247,2,10018002,SVTA Radio Hand Pice 2,4,2100,300,8505,405,2023-6-3 3-55-21, 
2300248,2300248,1,10019000,VCA Laser,1,39200,3200,37800,1800,2023-6-3 3-56-14, 
2300248,2300248,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 3-56-14, 
2300249,2300249,1,10019000,VCA Laser,1,39200,6200,34650,1650,2023-6-3 3-57-2, 
2300249,2300249,2,10019001,VCA Leaser Hand Piece,2,40000,7500,76125,3625,2023-6-3 3-57-2, 
2300250,2300250,1,10016000,My Ultrasonic,2,9800,2600,17850,850,2023-6-3 3-57-21, 
2300251,2300251,1,10015000,Mickcara,1,43400,4400,40950,1950,2023-6-3 3-57-33, 
2300251,2300251,2,10016000,My Ultrasonic,2,9800,3600,16800,800,2023-6-3 3-57-33, 
2300252,2300252,1,10011000,Hydra Fresh,2,74200,15400,139650,6650,2023-6-3 3-57-48, 
2300252,2300252,2,10012000,Hydra-new,1,16800,3800,13650,650,2023-6-3 3-57-48, 
2300252,2300252,3,10013000,Jumia,1,25200,5200,21000,1000,2023-6-3 3-57-48, 
2300253,2300253,1,10008001,DeodLeaser Hand Piece,5,2100,350,10657.5,507.5,2023-6-3 3-57-59, 
2300254,2300254,1,10019000,VCA Laser,2,39200,9400,72450,3450,2023-6-3 3-58-12, 
2300254,2300254,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 3-58-12, 
2300255,2300255,1,10018003,SVTA Radio Hand Pice 3,2,1960,1880,2142,102,2023-6-3 3-58-30, 
2300255,2300255,2,10018004,SVTA Radio Hand Pice 4,3,1820,320,5397,257,2023-6-3 3-58-30, 
2300256,2300256,1,10001000,Microneedling RF,1,31465,3465,29400,1400,2023-6-3 3-58-49, 
2300256,2300256,2,10001001,Microneedling RF - HandPiece,2,4725,2175,7638.75,363.75,2023-6-3 3-58-49, 
2300257,2300257,1,10004000,RF Fractional CO2 Laser,1,81900,3900,81900,3900,2023-6-3 3-59-5, 
2300258,2300258,1,10008000,DeodLeaser,1,15400,3400,12600,600,2023-6-3 3-59-25, 
2300258,2300258,2,10008001,DeodLeaser Hand Piece,3,2100,300,6300,300,2023-6-3 3-59-25, 
2300259,2300259,1,10008001,DeodLeaser Hand Piece,2,2100,300,4095,195,2023-6-3 3-59-46, 
2300260,2300260,1,10003000,Portable Diode Laser Hair Removal Equipment,1,47180,6180,43050,2050,2023-6-3 4-0-4, 
2300260,2300260,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,3,6300,3900,15750,750,2023-6-3 4-0-4, 
2300261,2300261,1,10018000,SVTA Radio,1,25200,4400,21840,1040,2023-6-3 4-0-24, 
2300261,2300261,2,10019000,VCA Laser,2,39200,320,81984,3904,2023-6-3 4-0-24, 
2300262,2300262,1,10007000,Crio Lipo,1,36400,3400,34650,1650,2023-6-3 4-0-43, 
2300262,2300262,2,10008001,DeodLeaser Hand Piece,3,2100,1300,5250,250,2023-6-3 4-0-43, 
2300263,2300263,1,10006000,Caviation Laser,1,24500,6000,19425,925,2023-6-3 4-0-58, 
2300264,2300264,1,10019000,VCA Laser,1,39200,3200,37800,1800,2023-6-3 4-2-11, 
2300264,2300264,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800,1800,2023-6-3 4-2-11, 
2300265,2300265,1,10018001,SVTA Radio Hand Pice 1,5,1680,360,8442,402,2023-6-3 4-2-41, 
2300265,2300265,2,10018002,SVTA Radio Hand Pice 2,5,2100,300,10710,510,2023-6-3 4-2-41, 
2300266,2300266,1,10018004,SVTA Radio Hand Pice 4,5,1820,200,9345,445,2023-6-3 4-3-8, 
2300266,2300266,2,10018005,SVTA Radio Hand Pice 5,1,2240,140,2205,105,2023-6-3 4-3-8, 
2300267,2300267,1,10018007,SVTA Radio Hand Pice 7,3,2520,1040,6846,326,2023-6-3 4-3-27, 
2300267,2300267,2,10018008,SVTA Radio Hand Pice 8,4,1400,350,5512.5,262.5,2023-6-3 4-3-27, 
2300268,2300268,1,10016000,My Ultrasonic,2,9800,1800,18690,890,2023-6-3 4-4-7, 
2300268,2300268,2,10017000,SPA Slim,2,8400,1400,16170,770,2023-6-3 4-4-7, 
