id,soRef,soDat,cusCode,cusName,soTBD,soTAD,soTax,soTAT,shipTo,soComm,opnClo,spCName,spCode,qotRef,qotDat,traDate,action
2300179,2300179,7/26/2023,22310701,Grace Medical Centre,145600,136000,6800,142800,26th street Abu Dhabi United Arab Emirates,26th street Abu Dhabi United Arab Emirates,Open,Jessie Tolntion Matitu,1138,2300159,7/14/2023,2023-5-28 15-28-19, 
2300180,2300180,9/28/2023,22310131,Ali Bin Ali Medical,77000,72300,3615,75915,Doha Qatar,Crio Lipo & DeodLeaser Hand Piece to Ali Bin Ali Medical,Open,Sanjay Kumar Mandal,329,2300191,9/16/2023,2023-5-28 15-28-24, 
2300181,2300181,8/6/2023,22310341,Kaya Trading,9380,7180,359,7539,"LEASED OFFICE BLDG 13 OFFICE, HAMRIYAH FREE ZONE-SHARJAH, UNITED ARAB EMIRATES.","LEASED OFFICE BLDG 13 OFFICE, HAMRIYAH FREE ZONE-SHARJAH, UNITED ARAB EMIRATES.",Open,Dev Kumar Rai,894,2300153,7/25/2023,2023-5-28 15-28-28, 
2300182,2300182,9/18/2023,22310133,Al Samnan Clinic,36400,33760,1688,35448,Al Wasit Street Samnan Sharjah United Arab Emirates,Deod Leaser and G5 Slimming Applicators to Al Samnan Clinic,Open,Allen Madrid Gomez,598,2300193,9/6/2023,2023-5-28 15-28-32, 
2300183,2300183,10/9/2023,22310182,Spaces Spa Center,45640,40725,2036,42761,Oasis Center Dubai United Arab Emirates,Microneedling RF & HandPiece to Spaces Spa Center,Open,Jinu Ambadan Jose,709,2300195,9/27/2023,2023-5-28 15-28-36, 
2300184,2300184,9/21/2023,22310182,Spaces Spa Center,5880,5220,261,5481,Oasis Center Dubai United Arab Emirates,SVTA Radio Hand Pice 1 to Spaces Spa Center,Open,Ariel Abapo Naciogoyo,370,2300196,9/9/2023,2023-5-28 15-28-40, 
2300185,2300185,10/8/2023,22310131,Ali Bin Ali Medical,23800,21500,1075,22575,Doha Qatar,RF Fractional CO2 Laser - Handpiece to Ali Bin Ali Medical,Open,Lucero Jackson Riconose,418,2300190,9/26/2023,2023-5-28 15-28-45, 
2300186,2300186,10/2/2023,22310097,Sahar Pharmacy,60760,57030,2852,59882,Qasimia - behind Al Dewan Al Amere Sharjah United Arab Emirates,SVTA Radio and Hand Pice 7 & 8 Sahar Pharmacy,Open,Allen Joseph Anora,365,2300188,9/20/2023,2023-5-28 15-28-49, 
2300187,2300187,10/8/2023,22310102,Health &amp; Aesthetic Medical Center,28560,25080,1254,26334,Buheira Corniche - Sharjah United Arab Emirates,SVTA Radio and Hand Piece to Health &amp; Aesthetic Medical Center,Open,Jaime  Endaya,417,2300189,9/26/2023,2023-5-28 15-28-53, 
2300188,2300188,10/5/2023,22310207,Delta Pharmacy,79200,72000,3600,75600,Sharjah United Arab Emirates,VCA Laser & VCA Leaser Hand Piece to Delta Pharmacy,Open,Raj Kumar Giri,981,2300199,9/23/2023,2023-5-28 15-28-58, 
2300189,2300189,10/5/2023,22310252,Faith Pharmacy,6300,6000,300,6300,Naif Road Near Al Futtaim Mosque Deira Dubai United Arab Emirates,DeodLeaser Hand Piece to Faith Pharmacy,Open,Jalil Khadim Hussain,1008,2300201,9/23/2023,2023-5-28 15-29-5, 
2300190,2300190,10/5/2023,22310269,Flora Beauty Spa,24500,18500,925,19425,Umm Ramool Rashidiya Dubai United Arab Emirates,Caviation Laser to Flora Beauty Spa,Open,Joyson Joseph Kalaparambath,1098,2300202,9/23/2023,2023-5-28 15-29-9, 
2300191,2300191,10/5/2023,22310210,Al Burg Clinic,9100,7100,355,7455,Entrance 3  1st Floor Al Mazaya Center Dubai United Arab Emirates,SVTA Radio Hand Pice 5 & 6 to Al Burg Clinic,Open,Michael Cadiang Manza,994,2300200,9/23/2023,2023-5-28 15-29-13, 
2300192,2300192,9/24/2023,22310269,Flora Beauty Spa,64400,59680,2984,62664,Umm Ramool Rashidiya Dubai United Arab Emirates,SVTA Radio & VCA Laser to Flora Beauty Spa,Open,Franco Viola Parota,366,2300203,9/12/2023,2023-5-28 15-29-17, 
2300193,2300193,10/5/2023,22310439,NAS Medical,128800,107800,5390,113190,Dubai United Arab Emirates,Hydra Fresh,Open,Ariel Abapo Naciogoyo,370,2300205,9/23/2023,2023-5-28 15-29-21, 
2300194,2300194,9/24/2023,22310280,Gulf Beauty Salon - Abu Dhabi,148400,138800,6940,145740,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,G5 Slimming & Hiemt A to Gulf Beauty Salon - Abu Dhabi,Open,Jessie Tolntion Matitu,1138,2300204,9/12/2023,2023-5-28 15-29-25, 
2300195,2300195,10/16/2023,22310029,Al Jameya Pharmacy,39200,35500,1775,37275,Union Cooperative Society  Ghusais,DeodLeaser & DeodLeaser Hand Piece to Al Jameya Pharmacy,Open,Allen Joseph Anora,365,2300206,10/4/2023,2023-5-28 15-29-31, 
2300196,2300196,10/15/2023,22310055,Al Noor Pharmacy,106960,96880,4844,101724,Mina,Portable Diode Laser Hair Removal Equipment to Al Noor Pharmacy,Open,Franco Viola Parota,366,2300208,10/3/2023,2023-5-28 15-29-35, 
2300197,2300197,11/1/2023,22310029,Al Jameya Pharmacy,64400,59000,2950,61950,Union Cooperative Society  Ghusais,Jumia and Konmision to Al Jameya Pharmacy,Open,Lucero Jackson Riconose,418,2300207,10/20/2023,2023-5-28 15-29-39, 
2300198,2300198,10/2/2023,22310093,Women's Medical Center (Dr. Ameena),8120,7660,383,8043,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,VTA Radio Hand Pice 4 and 5 Women's Medical Center (Dr. Ameena),Open,Jaime  Endaya,417,2300187,9/20/2023,2023-5-28 15-29-46, 
2300199,2300199,8/6/2023,22310298,HANI Pharmacy Abu Dhabi,42700,38000,1900,39900,Hamdah Street Near Standard Chartered Bank Abu Dhabi,Hamdah Street Near Standard Chartered Bank Abu Dhabi,Open,Dev Kumar Rai,894,2300152,7/25/2023,2023-5-28 15-29-50, 
2300200,2300200,8/6/2023,22310359,Life Pharmacy LLC,79200,72000,3600,75600,Mall of Emirates bridge turn left towards Lulu Hypermarket  left side,Mall of Emirates bridge turn left towards Lulu Hypermarket  left side,Open,Raj Kumar Giri,981,2300154,7/25/2023,2023-5-28 15-29-54, 
2300201,2300201,8/6/2023,22310439,NAS Medical,4200,3900,195,4095,Dubai United Arab Emirates,Dubai United Arab Emirates,Open,Jalil Khadim Hussain,1008,2300156,7/25/2023,2023-5-28 15-29-58, 
2300202,2300202,9/14/2023,22310131,Ali Bin Ali Medical,42000,40710,2036,42746,Doha Qatar,"SVTA Radio and Hand Pice 1, 2, 3 , 4, 5 to Ali Bin Ali Medical",Open,Jalil Khadim Hussain,1008,2300192,9/2/2023,2023-5-28 15-30-2, 
2300203,2300203,11/6/2023,22310093,Women's Medical Center (Dr. Ameena),21840,21080,1054,22134,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,SPA Slim & SVTA Radio Hand Pice 1 to Women's Medical Center (Dr. Ameena),Open,Ariel Abapo Naciogoyo,370,2300210,10/25/2023,2023-5-28 15-30-5, 
2300204,2300204,11/5/2023,22310131,Ali Bin Ali Medical,6300,5950,298,6248,Doha Qatar,DeodLeaser Hand Piece to Ali Bin Ali Medical,Open,Lucero Jackson Riconose,418,2300215,10/24/2023,2023-5-28 15-30-13, 
2300205,2300205,10/9/2023,22310133,Al Samnan Clinic,42000,38520,1926,40446,Al Wasit Street Samnan Sharjah United Arab Emirates,Hydra-new and Jumia to Al Samnan Clinic,Open,Franco Viola Parota,366,2300194,9/27/2023,2023-5-28 15-30-17, 
2300206,2300206,8/22/2023,22311852,Zaki Ladies Salon,9520,8130,407,8537,"Dubai Resort Shop 2, Anatara, The Palm","Dubai Resort Shop 2, Anatara, The Palm",Open,Jalil Khadim Hussain,1008,2300178,8/10/2023,2023-5-28 15-30-22, 
2300207,2300207,11/5/2023,22310200,German Clinic FZ LLC,93800,84350,4218,88568,Al Razi Bldg.#64 District 1 block A 2nd floor 2008 - DHCC Dubai U,Caviation Laser & Crio Lipo to German Clinic FZ LLC,Open,Dev Kumar Rai,894,2300218,10/24/2023,2023-5-28 15-30-26, 
2300208,2300208,10/5/2023,22310200,German Clinic FZ LLC,9380,7180,359,7539,Al Razi Bldg.#64 District 1 block A 2nd floor 2008 - DHCC Dubai U,SVTA Radio Hand Pice 3 & 4,Open,Dev Kumar Rai,894,2300198,9/23/2023,2023-5-28 15-30-30, 
2300209,2300209,10/24/2023,22310207,Delta Pharmacy,81900,78000,3900,81900,Sharjah United Arab Emirates,RF Fractional CO2 Laser to Delta Pharmacy,Open,Raj Kumar Giri,981,2300220,10/12/2023,2023-5-28 15-30-35, 
2300210,2300210,11/4/2023,22310210,Al Burg Clinic,72380,66740,3337,70077,Entrance 3  1st Floor Al Mazaya Center Dubai United Arab Emirates,Microneedling RF & Microneedling RF - HandPiece to Al Burg Clinic,Open,Michael Cadiang Manza,994,2300221,10/23/2023,2023-5-28 15-30-39, 
2300211,2300211,10/21/2023,22310252,Faith Pharmacy,5320,3930,197,4127,Naif Road Near Al Futtaim Mosque Deira Dubai United Arab Emirates,SVTA Radio Hand Pice 7 & 8 to Faith Pharmacy,Open,Jalil Khadim Hussain,1008,2300223,10/9/2023,2023-5-28 15-30-43, 
2300212,2300212,11/4/2023,22310210,Al Burg Clinic,9940,9600,480,10080,Entrance 3  1st Floor Al Mazaya Center Dubai United Arab Emirates,SVTA Radio Hand Pice 4 & 5,Open,Michael Cadiang Manza,994,2300222,10/23/2023,2023-5-28 15-30-47, 
2300213,2300213,10/21/2023,22310269,Flora Beauty Spa,19600,15900,795,16695,Umm Ramool Rashidiya Dubai United Arab Emirates,DeodLeaser & DeodLeaser Hand Piece to Flora Beauty Spa,Open,Joyson Joseph Kalaparambath,1098,2300224,10/9/2023,2023-5-28 15-30-52, 
2300214,2300214,10/24/2023,22310280,Gulf Beauty Salon - Abu Dhabi,69720,61720,3086,64806,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,SVTA Radio and hand piece to  Gulf Beauty Salon - Abu Dhabi,Open,Jessie Tolntion Matitu,1138,2300226,10/12/2023,2023-5-28 15-30-56, 
2300215,2300215,11/10/2023,22310029,Al Jameya Pharmacy,66990,60975,3049,64024,Union Cooperative Society  Ghusais,Union Cooperative Society  Ghusais,Open,Allen Joseph Anora,365,2300227,10/29/2023,2023-5-28 15-31-0, 
2300216,2300216,9/14/2023,22310093,Women's Medical Center (Dr. Ameena),40915,37800,1890,39690,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,Microneedling RF and HandPiece to Women's Medical Center (Dr. Ameena),Open,Ariel Abapo Naciogoyo,370,2300186,9/2/2023,2023-5-28 15-31-5, 
2300217,2300217,11/6/2023,22310093,Women's Medical Center (Dr. Ameena),11480,10380,519,10899,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,SVTA Radio Hand Pice 3 & 4 to Women's Medical Center (Dr. Ameena),Open,Ariel Abapo Naciogoyo,370,2300211,10/25/2023,2023-5-28 15-31-9, 
2300218,2300218,11/12/2023,22310093,Women's Medical Center (Dr. Ameena),105000,101800,5090,106890,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,1st Floor Office No. 7 Al Mamzar Center Near Al Mulla Plaza Dubai,Open,Franco Viola Parota,366,2300229,10/31/2023,2023-5-28 15-31-15, 
2300219,2300219,11/5/2023,22310182,Spaces Spa Center,158200,133800,6690,140490,Oasis Center Dubai United Arab Emirates,Hydra Fresh & Hydra-new & Jumia to Spaces Spa Center,Open,Jinu Ambadan Jose,709,2300217,10/24/2023,2023-5-28 15-31-19, 
2300220,2300220,11/13/2023,22310102,Health & Aesthetic Medical Center,45640,42525,2126,44651,Buheira Corniche - Sharjah United Arab Emirates,Buheira Corniche - Sharjah United Arab Emirates,Open,Ariel Abapo Naciogoyo,370,2300231,11/1/2023,2023-5-28 15-31-23, 
2300221,2300221,12/1/2023,22310133,Al Samnan Clinic,35840,32110,1606,33716,Al Wasit Street Samnan Sharjah United Arab Emirates,Al Wasit Street Samnan Sharjah United Arab Emirates,Open,Allen Joseph Anora,365,2300233,11/19/2023,2023-5-28 15-31-27, 
2300222,2300222,12/7/2023,22310182,Spaces Spa Center,33600,30120,1506,31626,Oasis Center Dubai United Arab Emirates,Oasis Center Dubai United Arab Emirates,Open,Jaime  Endaya,417,2300234,11/25/2023,2023-5-28 15-31-31, 
2300223,2300223,11/12/2023,22310097,Sahar Pharmacy,65800,64045,3202,67247,Qasimia - behind Al Dewan Al Amere Sharjah United Arab Emirates,Qasimia - behind Al Dewan Al Amere Sharjah United Arab Emirates,Open,Ariel Abapo Naciogoyo,370,2300230,10/31/2023,2023-5-28 15-32-16, 
2300224,2300224,11/27/2023,22310207,Delta Pharmacy,46900,42200,2110,44310,Sharjah United Arab Emirates,Sharjah United Arab Emirates,Open,Sanjay Kumar Mandal,329,2300236,11/15/2023,2023-5-28 15-32-22, 
2300225,2300225,11/13/2023,22310210,Al Burg Clinic,44240,42950,2148,45098,Entrance 3  1st Floor Al Mazaya Center Dubai United Arab Emirates,Entrance 3  1st Floor Al Mazaya Center Dubai United Arab Emirates,Open,Jalil Khadim Hussain,1008,2300237,11/1/2023,2023-5-28 15-32-27, 
2300226,2300226,10/5/2023,22310200,German Clinic FZ LLC,44800,40100,2005,42105,Al Razi Bldg.#64 District 1 block A 2nd floor 2008 - DHCC Dubai U,Crio Lipo and DeodLeaser Hand Piece to German Clinic FZ LLC,Open,Dev Kumar Rai,894,2300197,9/23/2023,2023-5-28 15-32-32, 
2300227,2300227,11/6/2023,22310055,Al Noor Pharmacy,13020,12360,618,12978,Mina,SVTA Radio Hand Pice 1 to Al Noor Pharmacy,Open,Allen Joseph Anora,365,2300209,10/25/2023,2023-5-28 15-32-37, 
2300228,2300228,11/5/2023,22310097,Sahar Pharmacy,79200,72000,3600,75600,Qasimia - behind Al Dewan Al Amere Sharjah United Arab Emirates,VCA Laser & VCA Leaser Hand Piece to Sahar Pharmacy,Open,Tampos Antonio Magalona,415,2300213,10/24/2023,2023-5-28 15-32-43, 
2300229,2300229,10/25/2023,22310097,Sahar Pharmacy,72800,64800,3240,68040,Qasimia - behind Al Dewan Al Amere Sharjah United Arab Emirates,Mickcara & My Ultrasonic to Sahar Pharmacy,Open,Tampos Antonio Magalona,415,2300212,10/13/2023,2023-5-28 15-32-47, 
2300230,2300230,11/5/2023,22310102,Health &amp; Aesthetic Medical Center,119200,105500,5275,110775,Buheira Corniche - Sharjah United Arab Emirates,VCA Laser & VCA Leaser Hand Piece to Health &amp; Aesthetic Medical Center,Open,Sanjay Kumar Mandal,329,2300214,10/24/2023,2023-5-28 15-32-52, 
2300231,2300231,11/5/2023,22310133,Al Samnan Clinic,9800,7200,360,7560,Al Wasit Street Samnan Sharjah United Arab Emirates,My Ultrasonic to Al Samnan Clinic,Open,Allen Madrid Gomez,598,2300216,10/24/2023,2023-5-28 15-32-56, 
2300232,2300232,10/24/2023,22310200,German Clinic FZ LLC,79200,65800,3290,69090,Al Razi Bldg.#64 District 1 block A 2nd floor 2008 - DHCC Dubai U,VCA Laser to VCA Leaser Hand Piece to German Clinic FZ LLC,Open,Dev Kumar Rai,894,2300219,10/12/2023,2023-5-28 15-33-0, 
2300233,2300233,10/24/2023,22310280,Gulf Beauty Salon - Abu Dhabi,28000,24800,1240,26040,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,My Ultrasonic & SPA Slim to Gulf Beauty Salon - Abu Dhabi,Open,Jessie Tolntion Matitu,1138,2300225,10/12/2023,2023-5-28 15-33-4, 
2300234,2300234,11/17/2023,22310252,Faith Pharmacy,23800,21160,1058,22218,Naif Road Near Al Futtaim Mosque Deira Dubai United Arab Emirates,Naif Road Near Al Futtaim Mosque Deira Dubai United Arab Emirates,Open,Allen Madrid Gomez,598,2300238,11/5/2023,2023-5-28 15-33-10, 
2300235,2300235,11/19/2023,22310055,Al Noor Pharmacy,14700,14180,709,14889,Mina,Mina,Open,Tampos Antonio Magalona,415,2300228,11/7/2023,2023-5-28 15-33-15, 
2300236,2300236,12/1/2023,22310131,Ali Bin Ali Medical,18060,17600,880,18480,Doha Qatar,Doha Qatar,Open,Jaime  Endaya,417,2300232,11/19/2023,2023-5-28 15-33-18, 
2300237,2300237,12/7/2023,22310200,German Clinic FZ LLC,17500,15200,760,15960,Al Razi Bldg.#64 District 1 block A 2nd floor 2008 - DHCC Dubai U,Al Razi Bldg.#64 District 1 block A 2nd floor 2008 - DHCC Dubai U,Open,Lucero Jackson Riconose,418,2300235,11/25/2023,2023-5-28 15-33-23, 
2300238,2300238,11/23/2023,22310701,Grace Medical Centre,145600,136000,6800,142800,26th street Abu Dhabi United Arab Emirates,26th street Abu Dhabi United Arab Emirates,Open,Jessie Tolntion Matitu,1138,2300249,11/11/2023,2023-5-28 15-33-30, 
2300239,2300239,12/4/2023,22310747,Marjan Beauty Saloon JLT,144200,124400,6220,130620,Shop# 6 Saba Tower 1 Jumeirah Lakes Towers Dubai United Arab Emir,Shop# 6 Saba Tower 1 Jumeirah Lakes Towers Dubai United Arab Emir,Open,Ariel Abapo Naciogoyo,370,2300250,11/22/2023,2023-5-28 15-50-45, 
2300240,2300240,12/15/2023,22310776,Mafraq Hospital,39200,35500,1775,37275,P.O. 2951 Abu Dhabi - United Arab Emirates,P.O. 2951 Abu Dhabi - United Arab Emirates,Open,Allen Joseph Anora,365,2300251,12/3/2023,2023-5-28 15-33-42, 
2300241,2300241,12/31/2023,22310789,Al Sharq Hospital,64400,59000,2950,61950,Fujairah United Arab Emirates,Fujairah United Arab Emirates,Open,Lucero Jackson Riconose,418,2300252,12/19/2023,2023-5-28 15-33-47, 
2300242,2300242,12/4/2023,22310436,NADA Pharmacy,13720,11720,586,12306,Sharjah United Arab Emirates,Sharjah United Arab Emirates,Open,Michael Cadiang Manza,994,2300245,11/22/2023,2023-5-28 15-33-51, 
2300243,2300243,12/8/2023,22310269,Flora Beauty Spa,42000,38520,1926,40446,Umm Ramool Rashidiya Dubai United Arab Emirates,Umm Ramool Rashidiya Dubai United Arab Emirates,Open,Franco Viola Parota,366,2300239,11/26/2023,2023-5-28 15-33-57, 
2300244,2300244,12/8/2023,22310280,Gulf Beauty Salon - Abu Dhabi,40915,36000,1800,37800,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,Open,Jinu Ambadan Jose,709,2300240,11/26/2023,2023-5-28 15-34-1, 
2300245,2300245,11/20/2023,22310286,Hamad Pharmacy,13440,12780,639,13419,Al Wasit Street Al Shaba Sharjah United Arab Emirates,Al Wasit Street Al Shaba Sharjah United Arab Emirates,Open,Ariel Abapo Naciogoyo,370,2300241,11/8/2023,2023-5-28 15-34-5, 
2300246,2300246,12/30/2023,22310873,Sera Beauty Lounge,14980,13880,694,14574,Business Central Tower Media City Dubai United Arab Emriates,Business Central Tower Media City Dubai United Arab Emriates,Open,Ariel Abapo Naciogoyo,370,2300256,12/24/2023,2023-5-28 15-34-9, 
2300247,2300247,12/29/2023,22310916,Alexandria Pharmacy,79200,72000,3600,75600,Nahda 2 Dubai United Arab Emirates,Nahda 2 Dubai United Arab Emirates,Open,Tampos Antonio Magalona,415,2300258,12/23/2023,2023-5-28 15-34-12, 
2300248,2300248,12/29/2023,22311027,Visage Pharmacy,119200,105500,5275,110775,Corniche Road Abudhabi,Corniche Road Abudhabi,Open,Sanjay Kumar Mandal,329,2300259,12/23/2023,2023-5-28 15-34-17, 
2300249,2300249,12/29/2023,22311066,American European Medical Center,19600,17000,850,17850,American European Medical Center-Abudhabi,American European Medical Center-Abudhabi,Open,Allen Madrid Gomez,598,2300261,12/23/2023,2023-5-28 15-34-22, 
2300250,2300250,12/24/2023,22310888,Heavenly Spa,63000,55000,2750,57750,Dora Bay G Level Opposite Sheraton - JBR Dubai United Arab Emirate,Dora Bay G Level Opposite Sheraton - JBR Dubai United Arab Emirate,Open,Tampos Antonio Magalona,415,2300257,12/12/2023,2023-5-28 15-34-28, 
2300251,2300251,12/29/2023,22311134,Al Dar Medical Center,190400,166000,8300,174300,FujirahkhorfkanCornish area,FujirahkhorfkanCornish area,Open,Jinu Ambadan Jose,709,2300262,12/23/2023,2023-5-28 15-34-33, 
2300252,2300252,12/29/2023,22311052,Top Medical Group,10500,10150,508,10658,Dubai,Dubai,Open,Lucero Jackson Riconose,418,2300260,12/23/2023,2023-5-28 15-34-38, 
2300253,2300253,12/23/2023,22311242,ICON CLINIC LLC,118400,105000,5250,110250,Dr. Abeer Sawwaf Abudhabi,Dr. Abeer Sawwaf Abudhabi,Open,Dev Kumar Rai,894,2300264,12/11/2023,2023-5-28 15-34-43, 
2300254,2300254,12/28/2023,22311664,Unicare Clinic,40915,35275,1764,37039,23 North Wing BurJuman Centre Sheik Khalifa Bin,23 North Wing BurJuman Centre Sheik Khalifa Bin,Open,Michael Cadiang Manza,994,2300266,12/22/2023,2023-5-28 15-34-46, 
2300255,2300255,12/23/2023,22311663,Zulekha Hospital LLC,81900,78000,3900,81900,"Al Qusais road,","Al Qusais road,",Open,Raj Kumar Giri,981,2300265,12/11/2023,2023-5-28 15-34-52, 
2300256,2300256,12/20/2023,22311863,Beverly Hills Speciality Center LLC,21700,18000,900,18900,"Al walid Khalid Bin Khadim Bldg,","Al walid Khalid Bin Khadim Bldg,",Open,Joyson Joseph Kalaparambath,1098,2300269,12/8/2023,2023-5-28 15-34-58, 
2300257,2300257,12/4/2023,22310341,Kaya Trading,9380,7180,359,7539,"LEASED OFFICE BLDG 13 OFFICE, HAMRIYAH FREE ZONE-SHARJAH, UNITED ARAB EMIRATES.","LEASED OFFICE BLDG 13 OFFICE, HAMRIYAH FREE ZONE-SHARJAH, UNITED ARAB EMIRATES.",Open,Dev Kumar Rai,894,2300243,11/22/2023,2023-5-28 15-35-5, 
2300258,2300258,12/4/2023,22310439,NAS Medical,4200,3900,195,4095,Dubai United Arab Emirates,Dubai United Arab Emirates,Open,Jalil Khadim Hussain,1008,2300246,11/22/2023,2023-5-28 15-35-9, 
2300259,2300259,11/23/2023,22310646,American Hospital Dubai LLC,103600,98880,4944,103824,Oud Metha Road Besides Our Own Model School Bur Dubai Dubai Unite,Oud Metha Road Besides Our Own Model School Bur Dubai Dubai Unite,Open,Franco Viola Parota,366,2300248,11/11/2023,2023-5-28 15-35-13, 
2300260,2300260,11/25/2023,22310298,HANI Pharmacy Abu Dhabi,42700,38000,1900,39900,Hamdah Street Near Standard Chartered Bank Abu Dhabi,Hamdah Street Near Standard Chartered Bank Abu Dhabi,Open,Dev Kumar Rai,894,2300242,11/22/2023,2023-6-3 1-42-4, 
2300261,2300261,11/26/2023,22310359,Life Pharmacy LLC,79200,72000,3600,75600,Mall of Emirates bridge turn left towards Lulu Hypermarket  left side,Mall of Emirates bridge turn left towards Lulu Hypermarket  left side,Open,Raj Kumar Giri,981,2300244,11/22/2023,2023-6-3 1-42-31, 
2300262,2300262,11/28/2023,22310580,Al Qaser Medical Center,24500,18500,925,19425,Next to Millenium Hotel Al Buhairah Sharjah United Arab Emirates,Next to Millenium Hotel Al Buhairah Sharjah United Arab Emirates,Open,Joyson Joseph Kalaparambath,1098,2300247,11/22/2023,2023-6-3 1-42-54, 
2300263,2300263,12/5/2023,22310802,Elite Medical Centre,66080,56000,2800,58800,Jumeirah 1 Beach Road Dubai United Arab Emirates,Jumeirah 1 Beach Road Dubai United Arab Emirates,Open,Franco Viola Parota,366,2300253,12/2/2023,2023-6-3 1-43-11, 
2300264,2300264,12/26/2023,22310807,Aesthetica Clinic LLC,18900,18240,912,19152,Al Hamrain Center Dubai United Arab Emirates,Al Hamrain Center Dubai United Arab Emirates,Open,Allen Joseph Anora,365,2300254,12/24/2023,2023-6-3 1-43-45, 
2300265,2300265,12/28/2023,22311809,Carmen Beauty Salon,11340,11000,550,11550,"khalidiya street,","khalidiya street,",Open,Michael Cadiang Manza,994,2300267,12/22/2023,2023-6-3 1-44-52, 
2300266,2300266,12/16/2023,22311852,Zaki Ladies Salon,13160,11770,589,12359,"Dubai Resort Shop 2, Anatara, The Palm","Dubai Resort Shop 2, Anatara, The Palm",Open,Jalil Khadim Hussain,1008,2300268,12/8/2023,2023-6-3 1-45-8, 
2300267,2300267,12/18/2023,22311988,Glamour Care Clinics LLC,36400,33200,1660,34860,"Villa 813, Jumeirah Beach Road,","Villa 813, Jumeirah Beach Road,",Open,Jessie Tolntion Matitu,1138,2300270,12/11/2023,2023-6-3 1-45-41, 
2300270,2300270,6/6/2023,22311163,Health Point Hospital LLC,69300,59850,2993,62843,Zayed Sports City Airportroad Abudhabi,Zayed Sports City Airportroad Abudhabi,Open,Dev Kumar Rai,894,2300263,12/23/2023,2023-6-6 23-35-37, 
